Date,FundISIN,FundNAV
2020-08-17,LU0106817157,29.7633
2020-08-14,LU0106817157,30.0636
2020-08-13,LU0106817157,30.1921
2020-08-12,LU0106817157,30.0689
2020-08-11,LU0106817157,30.0269
2020-08-10,LU0106817157,29.6467
2020-08-07,LU0106817157,29.4509
2020-08-06,LU0106817157,29.6444
2020-08-05,LU0106817157,29.7228
2020-08-04,LU0106817157,29.3779
2020-08-03,LU0106817157,29.4455
2020-07-31,LU0106817157,29.0332
2020-07-30,LU0106817157,29.1443
2020-07-29,LU0106817157,29.6011
2020-07-28,LU0106817157,29.6749
2020-07-27,LU0106817157,29.8491
2020-07-24,LU0106817157,29.6937
2020-07-23,LU0106817157,29.9307
2020-07-22,LU0106817157,29.9707
2020-07-21,LU0106817157,30.1986
2020-07-20,LU0106817157,29.6009
2020-07-17,LU0106817157,29.3356
2020-07-16,LU0106817157,29.385
2020-07-15,LU0106817157,29.4637
2020-07-14,LU0106817157,28.9613
2020-07-13,LU0106817157,29.6339
2020-07-10,LU0106817157,29.5
2020-07-09,LU0106817157,29.8372
2020-07-08,LU0106817157,29.6193
2020-07-07,LU0106817157,29.562
2020-07-06,LU0106817157,29.717
2020-07-03,LU0106817157,29.607
2020-07-02,LU0106817157,29.6932
2020-07-01,LU0106817157,29.1638
2020-06-30,LU0106817157,29.2457
2020-06-29,LU0106817157,29.3608
2020-06-26,LU0106817157,29.8736
2020-06-25,LU0106817157,29.7023
2020-06-24,LU0106817157,30.1305
2020-06-23,LU0106817157,30.2013
2020-06-22,LU0106817157,29.8856
2020-06-19,LU0106817157,29.8518
2020-06-18,LU0106817157,29.4396
2020-06-17,LU0106817157,29.6745
2020-06-16,LU0106817157,29.9951
2020-06-15,LU0106817157,28.9206
2020-06-12,LU0106817157,29.4841
2020-06-11,LU0106817157,29.2787
2020-06-10,LU0106817157,29.8669
2020-06-09,LU0106817157,29.8769
2020-06-08,LU0106817157,30.3793
2020-06-05,LU0106817157,30.2748
2020-06-04,LU0106817157,29.8394
2020-06-03,LU0106817157,30.3956
2020-06-02,LU0106817157,29.8331
2020-06-01,LU0106817157,29.4207
2020-05-29,LU0106817157,28.9067
2020-05-28,LU0106817157,29.5008
2020-05-27,LU0106817157,29.1006
2020-05-26,LU0106817157,29.2747
2020-05-22,LU0106817157,28.5002
2020-05-21,LU0106817157,28.679
2020-05-20,LU0106817157,28.6039
2020-05-19,LU0106817157,27.8681
2020-05-18,LU0106817157,27.8223
2020-05-15,LU0106817157,27.0129
2020-05-14,LU0106817157,26.6065
2020-05-13,LU0106817157,27.2633
2020-05-12,LU0106817157,27.3884
2020-05-11,LU0106817157,27.0803
2020-05-07,LU0106817157,27.3322
2020-05-06,LU0106817157,26.9582
2020-05-05,LU0106817157,27.2413
2020-05-04,LU0106817157,26.5751
2020-05-01,LU0106817157,26.8709
2020-04-30,LU0106817157,27.529
2020-04-29,LU0106817157,27.682
2020-04-28,LU0106817157,27.4088
2020-04-27,LU0106817157,26.8539
2020-04-24,LU0106817157,26.8805
2020-04-23,LU0106817157,26.7096
2020-04-22,LU0106817157,26.0697
2020-04-21,LU0106817157,24.9798
2020-04-20,LU0106817157,26.1461
2020-04-17,LU0106817157,26.5518
2020-04-16,LU0106817157,26.2993
2020-04-15,LU0106817157,25.971
2020-04-14,LU0106817157,27.3416
2020-04-09,LU0106817157,27.2764
2020-04-08,LU0106817157,26.4248
2020-04-07,LU0106817157,26.7262
2020-04-06,LU0106817157,25.8834
2020-04-03,LU0106817157,25.3784
2020-04-02,LU0106817157,24.0883
2020-04-01,LU0106817157,23.8792
2020-03-31,LU0106817157,24.2057
2020-03-30,LU0106817157,23.4808
2020-03-27,LU0106817157,23.7322
2020-03-26,LU0106817157,24.597
2020-03-25,LU0106817157,23.8542
2020-03-24,LU0106817157,23.7592
2020-03-23,LU0106817157,22.5169
2020-03-20,LU0106817157,23.0051
2020-03-19,LU0106817157,21.5954
2020-03-18,LU0106817157,21.7652
2020-03-17,LU0106817157,22.6103
2020-03-16,LU0106817157,22.9237
2020-03-13,LU0106817157,25.3933
2020-03-12,LU0106817157,24.24
2020-03-11,LU0106817157,27.3051
2020-03-10,LU0106817157,28.045
2020-03-09,LU0106817157,26.8773
2020-03-06,LU0106817157,30.925
2020-03-05,LU0106817157,32.8571
2020-03-04,LU0106817157,33.6428
2020-03-03,LU0106817157,33.2578
2020-03-02,LU0106817157,32.3461
2020-02-28,LU0106817157,32.6329
2020-02-27,LU0106817157,34.9104
2020-02-26,LU0106817157,36.2172
2020-02-25,LU0106817157,36.8152
2020-02-24,LU0106817157,36.9651
2020-02-21,LU0106817157,38.4855
2020-02-20,LU0106817157,38.9122
2020-02-19,LU0106817157,38.9795
2020-02-18,LU0106817157,38.589
2020-02-17,LU0106817157,38.8233
2020-02-14,LU0106817157,38.5714
2020-02-13,LU0106817157,38.7312
2020-02-12,LU0106817157,38.8042
2020-02-11,LU0106817157,38.3845
2020-02-10,LU0106817157,37.7812
2020-02-07,LU0106817157,38.1351
2020-02-06,LU0106817157,38.5327
2020-02-05,LU0106817157,38.9744
2020-02-04,LU0106817157,38.4389
2020-02-03,LU0106817157,37.7173
2020-01-31,LU0106817157,38.1106
2020-01-30,LU0106817157,38.4274
2020-01-29,LU0106817157,38.9239
2020-01-28,LU0106817157,38.6795
2020-01-27,LU0106817157,38.4996
2020-01-24,LU0106817157,39.5658
2020-01-23,LU0106817157,39.5368
2020-01-22,LU0106817157,39.8548
2020-01-21,LU0106817157,39.8158
2020-01-20,LU0106817157,40.2573
2020-01-17,LU0106817157,40.101
2020-01-16,LU0106817157,39.7258
2020-01-15,LU0106817157,39.4193
2020-01-14,LU0106817157,39.8108
2020-01-13,LU0106817157,39.8177
2020-01-10,LU0106817157,39.5684
2020-01-09,LU0106817157,39.5611
2020-01-08,LU0106817157,38.8666
2020-01-07,LU0106817157,38.5908
2020-01-06,LU0106817157,38.1902
2020-01-03,LU0106817157,38.4962
2020-01-02,LU0106817157,38.614
2019-12-31,LU0106817157,38.2216
2019-12-30,LU0106817157,38.4351
2019-12-27,LU0106817157,38.3782
2019-12-23,LU0106817157,38.059
2019-12-20,LU0106817157,38.0091
2019-12-19,LU0106817157,37.7323
2019-12-18,LU0106817157,37.6027
2019-12-17,LU0106817157,37.5266
2019-12-16,LU0106817157,37.4637
2019-12-13,LU0106817157,37.369
2019-12-12,LU0106817157,36.9161
2019-12-11,LU0106817157,36.5247
2019-12-10,LU0106817157,36.3256
2019-12-09,LU0106817157,36.3148
2019-12-06,LU0106817157,36.21
2019-12-05,LU0106817157,36.0012
2019-12-04,LU0106817157,35.8953
2019-12-03,LU0106817157,35.7166
2019-12-02,LU0106817157,36.2957
2019-11-29,LU0106817157,36.379
2019-11-28,LU0106817157,36.3106
2019-11-27,LU0106817157,36.4652
2019-11-26,LU0106817157,36.3946
2019-11-25,LU0106817157,36.6098
2019-11-22,LU0106817157,36.5105
2019-11-21,LU0106817157,36.3547
2019-11-20,LU0106817157,36.3303
2019-11-19,LU0106817157,36.5803
2019-11-18,LU0106817157,36.4391
2019-11-15,LU0106817157,36.5269
2019-11-14,LU0106817157,36.3415
2019-11-13,LU0106817157,36.4443
2019-11-12,LU0106817157,36.6917
2019-11-11,LU0106817157,36.6778
2019-11-08,LU0106817157,36.8947
2019-11-07,LU0106817157,37.096
2019-11-06,LU0106817157,36.7745
2019-11-05,LU0106817157,36.6565
2019-11-04,LU0106817157,36.5803
2019-11-01,LU0106817157,36.137
2019-10-31,LU0106817157,35.9314
2019-10-30,LU0106817157,35.961
2019-10-29,LU0106817157,35.7683
2019-10-28,LU0106817157,35.7533
2019-10-25,LU0106817157,35.4268
2019-10-24,LU0106817157,35.5668
2019-10-23,LU0106817157,35.0311
2019-10-22,LU0106817157,34.773
2019-10-21,LU0106817157,34.4396
2019-10-18,LU0106817157,34.366
2019-10-17,LU0106817157,34.0579
2019-10-16,LU0106817157,34.1264
2019-10-15,LU0106817157,33.9259
2019-10-14,LU0106817157,33.8023
2019-10-11,LU0106817157,34.0693
2019-10-10,LU0106817157,33.4229
2019-10-09,LU0106817157,33.7047
2019-10-08,LU0106817157,33.4462
2019-10-07,LU0106817157,33.6027
2019-10-04,LU0106817157,33.8138
2019-10-03,LU0106817157,33.5675
2019-10-02,LU0106817157,33.9159
2019-10-01,LU0106817157,34.5507
2019-09-30,LU0106817157,34.5579
2019-09-27,LU0106817157,34.759
2019-09-26,LU0106817157,34.892
2019-09-25,LU0106817157,34.4675
2019-09-24,LU0106817157,34.8835
2019-09-23,LU0106817157,34.6241
2019-09-20,LU0106817157,34.8692
2019-09-19,LU0106817157,35.006
2019-09-18,LU0106817157,34.9272
2019-09-17,LU0106817157,34.9739
2019-09-16,LU0106817157,35.1364
2019-09-13,LU0106817157,34.6405
2019-09-12,LU0106817157,34.6383
2019-09-11,LU0106817157,34.6768
2019-09-10,LU0106817157,34.2692
2019-09-09,LU0106817157,34.2665
2019-09-06,LU0106817157,34.2272
2019-09-05,LU0106817157,34.2385
2019-09-04,LU0106817157,33.9403
2019-09-03,LU0106817157,33.6334
2019-09-02,LU0106817157,33.995
2019-08-30,LU0106817157,33.6527
2019-08-29,LU0106817157,33.0483
2019-08-28,LU0106817157,32.609
2019-08-27,LU0106817157,32.7885
2019-08-23,LU0106817157,33.0594
2019-08-22,LU0106817157,33.2861
2019-08-21,LU0106817157,33.1782
2019-08-20,LU0106817157,33.0392
2019-08-19,LU0106817157,32.6595
2019-08-16,LU0106817157,32.7068
2019-08-15,LU0106817157,32.6445
2019-08-14,LU0106817157,32.9516
2019-08-13,LU0106817157,33.0153
2019-08-12,LU0106817157,33.3262
2019-08-09,LU0106817157,33.5552
2019-08-08,LU0106817157,33.7287
2019-08-07,LU0106817157,33.3653
2019-08-06,LU0106817157,33.6351
2019-08-05,LU0106817157,33.4455
2019-08-02,LU0106817157,33.9962
2019-08-01,LU0106817157,34.9377
2019-07-31,LU0106817157,35.067
2019-07-30,LU0106817157,34.722
2019-07-29,LU0106817157,34.8153
2019-07-26,LU0106817157,34.8463
2019-07-25,LU0106817157,34.9112
2019-07-24,LU0106817157,34.6485
2019-07-23,LU0106817157,34.7283
2019-07-22,LU0106817157,34.6902
2019-07-19,LU0106817157,34.8186
2019-07-18,LU0106817157,34.6205
2019-07-17,LU0106817157,34.6912
2019-07-16,LU0106817157,34.5323
2019-07-15,LU0106817157,34.6034
2019-07-12,LU0106817157,34.5351
2019-07-11,LU0106817157,34.9157
2019-07-10,LU0106817157,34.9845
2019-07-09,LU0106817157,34.838
2019-07-08,LU0106817157,34.9839
2019-07-05,LU0106817157,35.1415
2019-07-04,LU0106817157,35.1564
2019-07-03,LU0106817157,34.9462
2019-07-02,LU0106817157,34.8283
2019-07-01,LU0106817157,35.0892
2019-06-28,LU0106817157,34.5514
2019-06-27,LU0106817157,34.3752
2019-06-26,LU0106817157,34.0722
2019-06-25,LU0106817157,33.9989
2019-06-24,LU0106817157,34.1217
2019-06-21,LU0106817157,34.066
2019-06-20,LU0106817157,34.3249
2019-06-19,LU0106817157,34.0352
2019-06-18,LU0106817157,33.7637
2019-06-17,LU0106817157,33.6418
2019-06-14,LU0106817157,33.7026
2019-06-13,LU0106817157,33.53
2019-06-12,LU0106817157,33.4196
2019-06-11,LU0106817157,33.6397
2019-06-10,LU0106817157,33.3046
2019-06-07,LU0106817157,32.9352
2019-06-06,LU0106817157,32.6923
2019-06-05,LU0106817157,32.5317
2019-06-04,LU0106817157,32.5772
2019-06-03,LU0106817157,33.0191
2019-05-31,LU0106817157,32.2488
2019-05-30,LU0106817157,32.3019
2019-05-29,LU0106817157,31.8978
2019-05-28,LU0106817157,31.8305
2019-05-24,LU0106817157,31.6852
2019-05-23,LU0106817157,31.6719
2019-05-22,LU0106817157,31.8827
2019-05-21,LU0106817157,31.4807
2019-05-20,LU0106817157,31.1502
2019-05-17,LU0106817157,31.1422
2019-05-16,LU0106817157,31.3358
2019-05-15,LU0106817157,30.9205
2019-05-14,LU0106817157,30.8118
2019-05-13,LU0106817157,30.381
2019-05-10,LU0106817157,30.6982
2019-05-09,LU0106817157,30.7024
2019-05-08,LU0106817157,31.1485
2019-05-07,LU0106817157,31.4211
2019-05-03,LU0106817157,31.8729
2019-05-02,LU0106817157,31.8497
2019-04-30,LU0106817157,31.9715
2019-04-29,LU0106817157,32.1932
2019-04-26,LU0106817157,32.119
2019-04-25,LU0106817157,32.1647
2019-04-24,LU0106817157,32.2988
2019-04-23,LU0106817157,32.3899
2019-04-18,LU0106817157,32.1105
2019-04-17,LU0106817157,32.1635
2019-04-16,LU0106817157,31.7538
2019-04-15,LU0106817157,31.8473
2019-04-12,LU0106817157,31.8802
2019-04-11,LU0106817157,31.9096
2019-04-10,LU0106817157,32.0358
2019-04-09,LU0106817157,31.8196
2019-04-08,LU0106817157,31.5256
2019-04-05,LU0106817157,31.5694
2019-04-04,LU0106817157,31.3669
2019-04-03,LU0106817157,31.5206
2019-04-02,LU0106817157,31.3721
2019-04-01,LU0106817157,31.0983
2019-03-29,LU0106817157,30.8835
2019-03-28,LU0106817157,30.7806
2019-03-27,LU0106817157,30.8994
2019-03-26,LU0106817157,31.2478
2019-03-25,LU0106817157,30.8218
2019-03-22,LU0106817157,30.8956
2019-03-21,LU0106817157,31.2625
2019-03-20,LU0106817157,31.156
2019-03-19,LU0106817157,31.2689
2019-03-18,LU0106817157,31.2509
2019-03-15,LU0106817157,30.7866
2019-03-14,LU0106817157,30.5951
2019-03-13,LU0106817157,30.5962
2019-03-12,LU0106817157,30.6077
2019-03-11,LU0106817157,30.3505
2019-03-08,LU0106817157,30.0643
2019-03-07,LU0106817157,30.6946
2019-03-06,LU0106817157,30.7551
2019-03-05,LU0106817157,30.4973
2019-03-04,LU0106817157,30.6636
2019-03-01,LU0106817157,30.5479
2019-02-28,LU0106817157,30.58
2019-02-27,LU0106817157,30.6698
2019-02-26,LU0106817157,30.6202
2019-02-25,LU0106817157,30.781
2019-02-22,LU0106817157,30.6523
2019-02-21,LU0106817157,30.5811
2019-02-20,LU0106817157,30.4465
2019-02-19,LU0106817157,30.0979
2019-02-18,LU0106817157,30.1899
2019-02-15,LU0106817157,30.2467
2019-02-14,LU0106817157,29.7837
2019-02-13,LU0106817157,30.5642
2019-02-12,LU0106817157,31.0069
2019-02-11,LU0106817157,30.7857
2019-02-08,LU0106817157,30.6361
2019-02-07,LU0106817157,30.7783
2019-02-06,LU0106817157,31.0584
2019-02-05,LU0106817157,30.9696
2019-02-04,LU0106817157,30.7744
2019-02-01,LU0106817157,30.7281
2019-01-31,LU0106817157,30.8184
2019-01-30,LU0106817157,30.3937
2019-01-29,LU0106817157,30.1506
2019-01-28,LU0106817157,30.1138
2019-01-25,LU0106817157,30.3326
2019-01-24,LU0106817157,30.181
2019-01-23,LU0106817157,30.0783
2019-01-22,LU0106817157,29.7278
2019-01-21,LU0106817157,29.8037
2019-01-18,LU0106817157,29.6009
2019-01-17,LU0106817157,29.2782
2019-01-16,LU0106817157,29.2081
2019-01-15,LU0106817157,28.8673
2019-01-14,LU0106817157,28.766
2019-01-11,LU0106817157,28.8821
2019-01-10,LU0106817157,28.7503
2019-01-09,LU0106817157,28.8128
2019-01-08,LU0106817157,28.5944
2019-01-07,LU0106817157,28.5075
2019-01-04,LU0106817157,28.3726
2019-01-03,LU0106817157,28.0475
2019-01-02,LU0106817157,27.7385
2018-12-31,LU0106817157,27.9549
2018-12-28,LU0106817157,27.7644
2018-12-27,LU0106817157,27.6505
2018-12-21,LU0106817157,27.9205
2018-12-20,LU0106817157,28.1456
2018-12-19,LU0106817157,28.229
2018-12-18,LU0106817157,28.3931
2018-12-17,LU0106817157,28.7584
2018-12-14,LU0106817157,28.8701
2018-12-13,LU0106817157,28.8812
2018-12-12,LU0106817157,28.8488
2018-12-11,LU0106817157,28.9953
2018-12-10,LU0106817157,29.0216
2018-12-07,LU0106817157,29.5485
2018-12-06,LU0106817157,29.0784
2018-12-05,LU0106817157,29.5251
2018-12-04,LU0106817157,29.5755
2018-12-03,LU0106817157,29.9147
2018-11-30,LU0106817157,29.1979
2018-11-29,LU0106817157,29.3822
2018-11-28,LU0106817157,28.8688
2018-11-27,LU0106817157,28.4082
2018-11-26,LU0106817157,28.1516
2018-11-23,LU0106817157,28.6042
2018-11-22,LU0106817157,28.9102
2018-11-21,LU0106817157,28.6105
2018-11-20,LU0106817157,28.3689
2018-11-19,LU0106817157,28.7087
2018-11-16,LU0106817157,28.7129
2018-11-15,LU0106817157,28.8802
2018-11-14,LU0106817157,28.6938
2018-11-13,LU0106817157,28.8858
2018-11-12,LU0106817157,29.0837
2018-11-09,LU0106817157,29.0333
2018-11-08,LU0106817157,29.5801
2018-11-07,LU0106817157,29.6005
2018-11-06,LU0106817157,29.4319
2018-11-05,LU0106817157,29.2516
2018-11-02,LU0106817157,28.9478
2018-11-01,LU0106817157,28.5983
2018-10-31,LU0106817157,28.5521
2018-10-30,LU0106817157,28.0855
2018-10-29,LU0106817157,28.3441
2018-10-26,LU0106817157,28.1882
2018-10-25,LU0106817157,28.4969
2018-10-24,LU0106817157,28.8818
2018-10-23,LU0106817157,28.467
2018-10-22,LU0106817157,28.897
2018-10-19,LU0106817157,28.7431
2018-10-18,LU0106817157,28.9762
2018-10-17,LU0106817157,29.0933
2018-10-16,LU0106817157,28.7221
2018-10-15,LU0106817157,28.6733
2018-10-12,LU0106817157,28.5722
2018-10-11,LU0106817157,27.9845
2018-10-10,LU0106817157,28.8265
2018-10-09,LU0106817157,28.9322
2018-10-08,LU0106817157,28.7362
2018-10-05,LU0106817157,28.9532
2018-10-04,LU0106817157,29.1935
2018-10-03,LU0106817157,29.4809
2018-10-02,LU0106817157,29.3762
2018-10-01,LU0106817157,29.5065
2018-09-28,LU0106817157,29.2758
2018-09-27,LU0106817157,29.0587
2018-09-26,LU0106817157,28.5202
2018-09-25,LU0106817157,28.4959
2018-09-24,LU0106817157,28.2857
2018-09-21,LU0106817157,27.9936
2018-09-20,LU0106817157,28.1043
2018-09-19,LU0106817157,28.0608
2018-09-18,LU0106817157,27.6669
2018-09-17,LU0106817157,27.3602
2018-09-14,LU0106817157,27.4194
2018-09-13,LU0106817157,27.3403
2018-09-12,LU0106817157,27.0569
2018-09-11,LU0106817157,26.8554
2018-09-10,LU0106817157,27.0513
2018-09-07,LU0106817157,27.1137
2018-09-06,LU0106817157,27.4199
2018-09-05,LU0106817157,27.5396
2018-09-04,LU0106817157,27.6564
2018-09-03,LU0106817157,27.8276
2018-08-31,LU0106817157,27.7372
2018-08-30,LU0106817157,27.8003
2018-08-29,LU0106817157,27.8777
2018-08-28,LU0106817157,27.922
2018-08-24,LU0106817157,27.4788
2018-08-23,LU0106817157,27.6265
2018-08-22,LU0106817157,27.4512
2018-08-21,LU0106817157,27.6642
2018-08-20,LU0106817157,27.7356
2018-08-17,LU0106817157,27.4429
2018-08-16,LU0106817157,27.7056
2018-08-15,LU0106817157,27.7475
2018-08-14,LU0106817157,27.8236
2018-08-13,LU0106817157,27.5194
2018-08-10,LU0106817157,27.9367
2018-08-09,LU0106817157,28.4081
2018-08-08,LU0106817157,28.866
2018-08-07,LU0106817157,29.3508
2018-08-06,LU0106817157,29.2276
2018-08-03,LU0106817157,29.3543
2018-08-02,LU0106817157,29.4397
2018-08-01,LU0106817157,29.5786
2018-07-31,LU0106817157,29.6257
2018-07-30,LU0106817157,29.4334
2018-07-27,LU0106817157,29.3515
2018-07-26,LU0106817157,29.2047
2018-07-25,LU0106817157,28.8888
2018-07-24,LU0106817157,28.7138
2018-07-23,LU0106817157,28.5923
2018-07-20,LU0106817157,28.2809
2018-07-19,LU0106817157,28.6381
2018-07-18,LU0106817157,28.8153
2018-07-17,LU0106817157,28.7904
2018-07-16,LU0106817157,29.1908
2018-07-13,LU0106817157,29.2595
2018-07-12,LU0106817157,29.0338
2018-07-11,LU0106817157,29.1664
2018-07-10,LU0106817157,29.5334
2018-07-09,LU0106817157,29.3391
2018-07-06,LU0106817157,28.8926
2018-07-05,LU0106817157,29.0748
2018-07-04,LU0106817157,28.7948
2018-07-03,LU0106817157,28.75
2018-07-02,LU0106817157,28.8046
2018-06-29,LU0106817157,28.6783
2018-06-28,LU0106817157,28.4094
2018-06-27,LU0106817157,28.5108
2018-06-26,LU0106817157,28.353
2018-06-25,LU0106817157,28.45
2018-06-22,LU0106817157,28.4257
2018-06-21,LU0106817157,28.2652
2018-06-20,LU0106817157,28.4289
2018-06-19,LU0106817157,27.8336
2018-06-18,LU0106817157,28.1449
2018-06-15,LU0106817157,28.6162
2018-06-14,LU0106817157,28.8161
2018-06-13,LU0106817157,28.6667
2018-06-12,LU0106817157,28.6334
2018-06-11,LU0106817157,28.7935
2018-06-08,LU0106817157,29.0705
2018-06-07,LU0106817157,29.3297
2018-06-06,LU0106817157,29.0398
2018-06-05,LU0106817157,29.2394
2018-06-04,LU0106817157,29.2484
2018-06-01,LU0106817157,29.0113
2018-05-31,LU0106817157,29.1664
2018-05-30,LU0106817157,29.0627
2018-05-29,LU0106817157,29.0464
2018-05-25,LU0106817157,28.8948
2018-05-24,LU0106817157,29.0161
2018-05-23,LU0106817157,29.0512
2018-05-22,LU0106817157,29.515
2018-05-21,LU0106817157,29.5799
2018-05-18,LU0106817157,29.5799
2018-05-17,LU0106817157,29.7661
2018-05-16,LU0106817157,29.855
2018-05-15,LU0106817157,29.9051
2018-05-14,LU0106817157,30.1954
2018-05-11,LU0106817157,30.23
2018-05-10,LU0106817157,29.8792
2018-05-09,LU0106817157,29.5282
2018-05-08,LU0106817157,29.196
2018-05-04,LU0106817157,29.2237
2018-05-03,LU0106817157,29.5173
2018-05-02,LU0106817157,29.5051
2018-04-30,LU0106817157,29.7728
2018-04-27,LU0106817157,29.7896
2018-04-26,LU0106817157,29.3641
2018-04-25,LU0106817157,29.24
2018-04-24,LU0106817157,29.7199
2018-04-23,LU0106817157,29.5119
2018-04-20,LU0106817157,29.5578
2018-04-19,LU0106817157,29.5654
2018-04-18,LU0106817157,29.4233
2018-04-17,LU0106817157,28.8566
2018-04-16,LU0106817157,28.3683
2018-04-13,LU0106817157,28.8413
2018-04-12,LU0106817157,28.8309
2018-04-11,LU0106817157,27.7277
2018-04-10,LU0106817157,28.1971
2018-04-09,LU0106817157,28.6332
2018-04-06,LU0106817157,30.8994
2018-04-05,LU0106817157,30.9985
2018-04-04,LU0106817157,30.2634
2018-04-03,LU0106817157,30.4367
2018-03-29,LU0106817157,30.3559
2018-03-28,LU0106817157,30.0273
2018-03-27,LU0106817157,30.4151
2018-03-26,LU0106817157,30.4633
2018-03-23,LU0106817157,30.494
2018-03-22,LU0106817157,30.8403
2018-03-21,LU0106817157,31.0495
2018-03-20,LU0106817157,30.6534
2018-03-19,LU0106817157,30.5343
2018-03-16,LU0106817157,30.8334
2018-03-15,LU0106817157,30.924
2018-03-14,LU0106817157,31.1546
2018-03-13,LU0106817157,31.4007
2018-03-12,LU0106817157,31.5234
2018-03-09,LU0106817157,31.3294
2018-03-08,LU0106817157,31.0368
2018-03-07,LU0106817157,30.9497
2018-03-06,LU0106817157,31.3544
2018-03-05,LU0106817157,31.1178
2018-03-02,LU0106817157,30.9042
2018-03-01,LU0106817157,31.607
2018-02-28,LU0106817157,31.7938
2018-02-27,LU0106817157,32.1126
2018-02-26,LU0106817157,32.1079
2018-02-23,LU0106817157,31.714
2018-02-22,LU0106817157,31.5992
2018-02-21,LU0106817157,31.2627
2018-02-20,LU0106817157,31.1517
2018-02-19,LU0106817157,31.1695
2018-02-16,LU0106817157,31.0803
2018-02-15,LU0106817157,31.0624
2018-02-14,LU0106817157,30.6573
2018-02-13,LU0106817157,30.5595
2018-02-12,LU0106817157,30.5242
2018-02-09,LU0106817157,30.0404
2018-02-08,LU0106817157,30.8881
2018-02-07,LU0106817157,30.9282
2018-02-06,LU0106817157,30.5805
2018-02-05,LU0106817157,31.3066
2018-02-02,LU0106817157,31.6692
2018-02-01,LU0106817157,31.8247
2018-01-31,LU0106817157,31.9135
2018-01-30,LU0106817157,31.9208
2018-01-29,LU0106817157,32.0669
2018-01-26,LU0106817157,32.1076
2018-01-25,LU0106817157,32.206
2018-01-24,LU0106817157,32.187
2018-01-23,LU0106817157,32.1447
2018-01-22,LU0106817157,31.8906
2018-01-19,LU0106817157,31.5406
2018-01-18,LU0106817157,31.7187
2018-01-17,LU0106817157,31.3458
2018-01-16,LU0106817157,31.2453
2018-01-15,LU0106817157,31.0813
2018-01-12,LU0106817157,31.3382
2018-01-11,LU0106817157,31.1873
2018-01-10,LU0106817157,31.1535
2018-01-09,LU0106817157,31.4988
2018-01-08,LU0106817157,31.4041
2018-01-05,LU0106817157,31.1365
2018-01-04,LU0106817157,30.8227
2018-01-03,LU0106817157,30.434
2018-01-02,LU0106817157,30.245
2017-12-29,LU0106817157,29.8595
2017-12-28,LU0106817157,29.8438
2017-12-27,LU0106817157,29.8277
2017-12-22,LU0106817157,29.717
2017-12-21,LU0106817157,29.5032
2017-12-20,LU0106817157,29.4707
2017-12-19,LU0106817157,29.6016
2017-12-18,LU0106817157,29.62
2017-12-15,LU0106817157,29.46
2017-12-14,LU0106817157,29.3966
2017-12-13,LU0106817157,29.2746
2017-12-12,LU0106817157,29.4307
2017-12-11,LU0106817157,29.1694
2017-12-08,LU0106817157,29.0402
2017-12-07,LU0106817157,28.7319
2017-12-06,LU0106817157,28.8259
2017-12-05,LU0106817157,28.8877
2017-12-04,LU0106817157,28.8358
2017-12-01,LU0106817157,28.5239
2017-11-30,LU0106817157,28.6849
2017-11-29,LU0106817157,28.7443
2017-11-28,LU0106817157,28.8469
2017-11-27,LU0106817157,28.8634
2017-11-24,LU0106817157,28.9862
2017-11-23,LU0106817157,29.0359
2017-11-22,LU0106817157,29.1752
2017-11-21,LU0106817157,29.0255
2017-11-20,LU0106817157,28.7696
2017-11-17,LU0106817157,28.7732
2017-11-16,LU0106817157,28.618
2017-11-15,LU0106817157,28.6052
2017-11-14,LU0106817157,29.0815
2017-11-13,LU0106817157,29.2026
2017-11-10,LU0106817157,29.4144
2017-11-09,LU0106817157,29.4355
2017-11-08,LU0106817157,29.5961
2017-11-07,LU0106817157,29.8186
2017-11-06,LU0106817157,29.1472
2017-11-03,LU0106817157,28.9263
2017-11-02,LU0106817157,29.1895
2017-11-01,LU0106817157,29.3447
2017-10-31,LU0106817157,28.9832
2017-10-30,LU0106817157,29.0917
2017-10-27,LU0106817157,28.7307
2017-10-26,LU0106817157,28.6035
2017-10-25,LU0106817157,28.658
2017-10-24,LU0106817157,28.6243
2017-10-23,LU0106817157,28.7588
2017-10-20,LU0106817157,28.7798
2017-10-19,LU0106817157,28.7148
2017-10-18,LU0106817157,29.0923
2017-10-17,LU0106817157,29.1361
2017-10-16,LU0106817157,29.1599
2017-10-13,LU0106817157,29.0302
2017-10-12,LU0106817157,28.8221
2017-10-11,LU0106817157,28.6459
2017-10-10,LU0106817157,28.5624
2017-10-09,LU0106817157,28.4094
2017-10-06,LU0106817157,28.7807
2017-10-05,LU0106817157,28.7745
2017-10-04,LU0106817157,28.6709
2017-10-03,LU0106817157,28.5768
2017-10-02,LU0106817157,28.5764
2017-09-29,LU0106817157,28.5822
2017-09-28,LU0106817157,28.5343
2017-09-27,LU0106817157,28.4605
2017-09-26,LU0106817157,28.56
2017-09-25,LU0106817157,28.4198
2017-09-22,LU0106817157,28.3304
2017-09-21,LU0106817157,28.3591
2017-09-20,LU0106817157,28.18
2017-09-19,LU0106817157,28.261
2017-09-18,LU0106817157,28.4259
2017-09-15,LU0106817157,28.5072
2017-09-14,LU0106817157,28.559
2017-09-13,LU0106817157,28.7155
2017-09-12,LU0106817157,28.735
2017-09-11,LU0106817157,28.7562
